tag_name,category,formula,status,value,missing_inputs
Boiler_C_Fg_Ethylene_Mass_Fraction,Boiler -- Combustion & Fuel,[Boiler_C_Fg_Ethylene_Mass_Percentage]/[Boiler_C_Total_Fuel_Compostion_Mass],computed,0.0,
Boiler_C_Fg_Ethylene_Mass_Percentage,Boiler -- Combustion & Fuel,[Normalized_Boiler_C_Fg_Ethylene_Concentration]*[Component_Ethylene_Mw]/[Boiler_C_Fg_Mw],computed,0.0,
Boiler_C_Fg_Hydrogen_Mass_Fraction,Boiler -- Combustion & Fuel,[Boiler_C_Fg_Hydrogen_Mass_Percentage]/[Boiler_C_Total_Fuel_Compostion_Mass],computed,0.0,
Boiler_C_Fg_Hydrogen_Mass_Percentage,Boiler -- Combustion & Fuel,[Normalized_Boiler_C_Fg_Hydrogen_Concentration]*[Component_Hydrogen_Mw]/[Boiler_C_Fg_Mw],computed,0.0,
Boiler_C_Fg_Ic4_Mass_Fraction,Boiler -- Combustion & Fuel,[Boiler_C_Fg_Ic4_Mass_Percentage]/[Boiler_C_Total_Fuel_Compostion_Mass],computed,0.003188,
Boiler_C_Fg_Ic4_Mass_Percentage,Boiler -- Combustion & Fuel,[Normalized_Boiler_C_Fg_Ic4_Concentration]*[Component_Butane_Mw]/[Boiler_C_Fg_Mw],computed,0.31885,
Boiler_C_Fg_Ic5_Mass_Fraction,Boiler -- Combustion & Fuel,[Boiler_C_Fg_Ic5_Mass_Percentage]/[Boiler_C_Total_Fuel_Compostion_Mass],computed,0.001347,
Boiler_C_Fg_Ic5_Mass_Percentage,Boiler -- Combustion & Fuel,[Normalized_Boiler_C_Fg_Ic5_Concentration]*[Component_Pentane_Mw]/[Boiler_C_Fg_Mw],computed,0.13466,
Boiler_C_Fg_Nc4_Mass_Fraction,Boiler -- Combustion & Fuel,[Boiler_C_Fg_Nc4_Mass_Percentage]/[Boiler_C_Total_Fuel_Compostion_Mass],computed,0.00378,
Boiler_C_Fg_Nc4_Mass_Percentage,Boiler -- Combustion & Fuel,[Normalized_Boiler_C_Fg_Nc4_Concentration]*[Component_Butane_Mw]/[Boiler_C_Fg_Mw],computed,0.378018,
Boiler_C_Fg_Nc5_Mass_Fraction,Boiler -- Combustion & Fuel,[Boiler_C_Fg_Nc5_Mass_Percentage]/[Boiler_C_Total_Fuel_Compostion_Mass],computed,4.1e-05,
Boiler_C_Fg_Nc5_Mass_Percentage,Boiler -- Combustion & Fuel,[Normalized_Boiler_C_Fg_Nc5_Concentration]*[Component_Pentane_Mw]/[Boiler_C_Fg_Mw],computed,0.004081,
Boiler_C_Fg_Nitrogen_Mass_Percentage,Boiler -- Combustion & Fuel,[Normalized_Boiler_C_Fg_N2_Concentration]*[Component_Nitrogen_Mw]/[Boiler_C_Fg_Mw],computed,16.219032,
Boiler_C_Fg_Propane_Mass_Fraction,Boiler -- Combustion & Fuel,[Boiler_C_Fg_Propane_Mass_Percentage]/[Boiler_C_Total_Fuel_Compostion_Mass],computed,0.008553,
Boiler_C_Fg_Propane_Mass_Percentage,Boiler -- Combustion & Fuel,[Normalized_Boiler_C_Fg_Propane_Concentration]*[Component_Propane_Mw]/[Boiler_C_Fg_Mw],computed,0.855308,
Boiler_C_Flue_Gas_Per_Fuel_Mass_Ratio,Boiler -- Flue Gas & Stack,[Boiler_C_Dry_Flue_Gas_Per_Fuel_Mass_Ratio]+[Boiler_C_Total_H2O_Per_Kg_Of_Fuel],computed,18.427117,
Boiler_C_Fuel_Composition_Total,Boiler -- Performance & Energy,([Boiler_Fg_Ch4_Concentration]+[Boiler_Fg_Ethane_Concentration]+[Boiler_Fg_Ethylene_Concentration]+[Boiler_Fg_Propane_Concentration]+[Boiler_Fg_Nc5_Concentration]+[Boiler_Fg_Ic5_Concentration]+[Boiler,computed,99.942,
Boiler_C_H2O_Formed,Boiler -- Performance & Energy,[Boiler_C_H2_H2O_Combustion]+[Boiler_C_Ch4_H2O_Combustion]+[Boiler_C_Ethane_H2O_Combustion]+[Boiler_C_Ethylene_H2O_Combustion]+[Boiler_C_Propane_H2O_Combustion]+[Boiler_C_Ic4_H2O_Combustion]+[Boiler_C,computed,1.858644,
Boiler_C_H2_H2O_Combustion,Boiler -- Combustion & Fuel,[Boiler_C_Fg_Hydrogen_Mass_Fraction]*8.937,computed,0.0,
Boiler_C_H2_N2_Combustion,Boiler -- Combustion & Fuel,[Boiler_C_Fg_Hydrogen_Mass_Fraction]*26.407,computed,0.0,
Boiler_C_Heat_Loss_Due_To_Dry_Flue_Gas_L1,Boiler -- Flue Gas & Stack,"if([Boiler_C_Status]==0,0,[Boiler_C_Dry_Flue_Gas_Per_Fuel_Mass_Ratio]*([Boiler_C_Avg_Cp_Of_Flue_Gas_At_Stack_Temp]*([BOILER_C_STACK_TEMPERATURE]-15.6)))",pi_value,457.7,
Boiler_C_Heat_Loss_Due_To_Evaporation_Of_Water_Formed_Due_To_H2_In_Fuel_L2,Boiler -- Performance & Energy,"if([Boiler_C_Status]==0,0,9*[Boiler_C_Fg_Hydrogen_Mass_Fraction]*(584+([Boiler_C_Cp_Of_H2O_At_Stack_Temp]*([BOILER_C_STACK_TEMPERATURE]-[Ambient_Temperature_1]))))",computed,0.0,
Boiler_C_Heat_Loss_Due_To_H2O_In_Stack_L3,Boiler -- Flue Gas & Stack,"if([Boiler_C_Status]==0,0,[Boiler_C_Total_H2O_Per_Kg_Of_Fuel]*([BOILER_C_STACK_TEMPERATURE]*1.77251246754294+2494.5133413964-2529.43)/4.184)",computed,95.504763,
Boiler_C_Heat_Loss_Due_To_Incomplete_Combustionl4,Boiler -- Performance & Energy,"if([Boiler_C_Status]==0,0,0*10^-6*28*5654*[Boiler_C_Boiler_Load])",computed,0.0,
Boiler_C_Ic4_Co2_Combustion,Boiler -- Combustion & Fuel,[Boiler_C_Fg_Ic4_Mass_Fraction]*3.029,computed,0.009658,
Boiler_C_Ic4_H2O_Combustion,Boiler -- Combustion & Fuel,[Boiler_C_Fg_Nc4_Mass_Fraction]*1.55,computed,0.005859,
Boiler_C_Ic4_N2_Combustion,Boiler -- Combustion & Fuel,[Boiler_C_Fg_Ic4_Mass_Fraction]*11.908,computed,0.037969,
Boiler_C_Ic5_Co2_Combustion,Boiler -- Combustion & Fuel,[Boiler_C_Fg_Ic5_Mass_Fraction]*3.05,computed,0.004107,
Boiler_C_Ic5_H2O_Combustion,Boiler -- Combustion & Fuel,[Boiler_C_Fg_Ic5_Mass_Fraction]*1.498,computed,0.002017,
Boiler_C_Ic5_N2_Combustion,Boiler -- Combustion & Fuel,[Boiler_C_Fg_Ic5_Mass_Fraction]*11.805,computed,0.015897,
Boiler_C_N2_Formed,Boiler -- Performance & Energy,[Boiler_C_H2_N2_Combustion]+[Boiler_C_Ch4_N2_Combustion]+[Boiler_C_Ethane_N2_Combustion]+[Boiler_C_Ethylene_N2_Combustion]+[Boiler_C_Propane_N2_Combustion]+[Boiler_C_Ic4_N2_Combustion]+[Boiler_C_Nc4_N,computed,11.076577,
Boiler_C_Nc4_Co2_Combustion,Boiler -- Combustion & Fuel,[Boiler_C_Fg_Nc4_Mass_Fraction]*3.029,computed,0.01145,
Boiler_C_Nc4_H2O_Combustion,Boiler -- Combustion & Fuel,[Boiler_C_Fg_Ic4_Mass_Fraction]*1.55,computed,0.004942,
Boiler_C_Nc4_N2_Combustion,Boiler -- Combustion & Fuel,[Boiler_C_Fg_Nc4_Mass_Fraction]*11.908,computed,0.045014,
Boiler_C_Nc5_Co2_Combustion,Boiler -- Combustion & Fuel,[Boiler_C_Fg_Nc5_Mass_Fraction]*3.05,computed,0.000124,
Boiler_C_Nc5_H2O_Combustion,Boiler -- Combustion & Fuel,[Boiler_C_Fg_Nc5_Mass_Fraction]*1.498,computed,6.1e-05,
Boiler_C_Nc5_N2_Combustion,Boiler -- Combustion & Fuel,[Boiler_C_Fg_Nc5_Mass_Fraction]*11.805,computed,0.000482,
Boiler_C_Propane_Co2_Combustion,Boiler -- Combustion & Fuel,[Boiler_C_Fg_Propane_Mass_Fraction]*2.994,computed,0.025608,
Boiler_C_Propane_H2O_Combustion,Boiler -- Combustion & Fuel,[Boiler_C_Fg_Propane_Mass_Fraction]*1.634,computed,0.013976,
Boiler_C_Propane_N2_Combustion,Boiler -- Combustion & Fuel,[Boiler_C_Fg_Propane_Mass_Fraction]*12.074,computed,0.10327,
Boiler_C_Radiation_Losses,Boiler -- Performance & Energy,"if([Boiler_C_Status]==0,0,[Boiler_C_Mixed_Lhv_Per_Kg]*(-0.000004*[Boiler_C_Boiler_Load]^3+0.001*[Boiler_C_Boiler_Load]^2-0.0899*[Boiler_C_Boiler_Load]+3.2426)/100)",computed,56.903832,
Boiler_C_Sensbile_Heat_Correction_For_Air,Boiler -- Performance & Energy,[Boiler_C_Air_Cp_For_Sensible_Heat_Corrected]*([Boiler_C_Combustion_Air_Temperature]-15.6)*[Boiler_C_Air_Fuel_Mass_Ratio],computed,44.545347,
Boiler_C_Sensible_Heat_Correction_For_Fuel,Boiler -- Performance & Energy,"if([Boiler_C_Avg_Cp_Of_Fuel_Gas_Sensible_Heat_Corrected]*([Boiler_C_Main_Fuel_Gas_Temperature]-15.6)<0,0,[Boiler_C_Avg_Cp_Of_Fuel_Gas_Sensible_Heat_Corrected]*([Boiler_C_Main_Fuel_Gas_Temperature]-15.",computed,3.650243,
Boiler_C_Status,Boiler -- Performance & Energy,[BLR_3_Status],computed,1.0,
Boiler_C_Total_Boiler_Stack_Loss_Per_Kg_Fuel,Boiler -- Flue Gas & Stack,"if([Boiler_C_Status]==0,0,[Boiler_C_Heat_Loss_Due_To_Incomplete_Combustionl4]+[Boiler_C_Heat_Loss_Due_To_H2O_In_Stack_L3]+[Boiler_C_Heat_Loss_Due_To_Dry_Flue_Gas_L1]+[Boiler_C_Heat_Loss_Due_To_Evapora",pi_value,556.5,
Boiler_C_Total_Fuel_Compostion_Mass,Boiler -- Performance & Energy,[Boiler_C_Fg_Ch4_Mass_Percentage]+[Boiler_C_Fg_Ethane_Mass_Percentage]+[Boiler_C_Fg_Ethylene_Mass_Percentage]+[Boiler_C_Fg_Propane_Mass_Percentage]+[Boiler_C_Fg_Hydrogen_Mass_Percentage]+[Boiler_C_Fg_,computed,100.0,
Boiler_C_Total_H2O_Per_Kg_Of_Fuel,Boiler -- Performance & Energy,[Boiler_C_Total_Moisture_With_Air]+[Boiler_C_H2O_Formed],computed,1.858644,
Boiler_C_Total_Heat_Absorbed_Per_Kg_Of_Fuel,Boiler -- Performance & Energy,"if([Boiler_C_Status]==0,0,[Boiler_C_Total_Heat_Input_Per_Kg_Of_Fuel]-[Boiler_C_Total_Heat_Loss_Per_Kg_Of_Fuel])",pi_value,9428.7,
Boiler_C_Total_Heat_Input_Per_Kg_Of_Fuel,Boiler -- Performance & Energy,"if([Boiler_C_Status]==0,0,[Boiler_C_Sensible_Heat_Correction_For_Fuel]+[Boiler_C_Sensbile_Heat_Correction_For_Air]+[Boiler_C_Mixed_Lhv_Per_Kg])",computed,10032.797471,
Boiler_C_Total_Heat_Loss_Per_Kg_Of_Fuel,Boiler -- Performance & Energy,"if([Boiler_C_Status]==0,0,[Boiler_C_Total_Boiler_Stack_Loss_Per_Kg_Fuel]+[Boiler_C_Radiation_Losses])",pi_value,613.4,
Boiler_C_Total_Moisture_With_Air,Boiler -- Performance & Energy,[Boiler_C_Air_Fuel_Mass_Ratio]*[Boiler_C_Air_Moisture],computed,0.0,
Boiler_C_Vapour_Pressure_Of_H2O,Boiler -- Performance & Energy,10^(8.07131-(1730.63/(233.426+([Ambient_Temperature_1])))),computed,7.279056,
Boiler_D_Air_Cp_For_Sensible_Heat_Corrected,Boiler -- Performance & Energy,(([Boiler_D_Air_Cp_Ref_T]+[Boiler_D_Cp_At_Combustion_Temperature])/2)/28.96,pi_value,0.2,
Boiler_D_Air_Cp_Ref_T,Boiler -- Performance & Energy,6.96,computed,6.96,
Boiler_D_Air_Fuel_Mass_Ratio,Boiler -- Combustion & Fuel,[Boiler_D_Excess_Air]+[Boiler_D_Corrected_Combustion_Air],computed,17.729418,
Boiler_D_Air_Moisture,Boiler -- Performance & Energy,[Boiler_D_Vapour_Pressure_Of_H2O]/(760-[Boiler_D_Vapour_Pressure_Of_H2O]*[Relative_Humidity_Clean])*[Relative_Humidity_Clean]*18.015/28.96,pi_value,0.0,
Boiler_D_Air_Required_For_Ch4_Combustion,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Ch4_Mass_Fraction]*17.265,computed,13.712155,
Boiler_D_Air_Required_For_Complete_Combustion,Boiler -- Combustion & Fuel,[Boiler_D_Air_Required_For_H2_Combustion]+[Boiler_D_Air_Required_For_Ch4_Combustion]+[Boiler_D_Air_Required_For_Ethane_Combustion]+[Boiler_D_Air_Required_For_Ethylene_Combustion]+[Boiler_D_Air_Require,computed,14.405802,
Boiler_D_Air_Required_For_Ethane_Combustion,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Ethane_Mass_Fraction]*16.119,computed,0.430113,
Boiler_D_Air_Required_For_Ethylene_Combustion,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Ethylene_Mass_Fraction]*14.807,computed,0.0,
Boiler_D_Air_Required_For_H2_Combustion,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Hydrogen_Mass_Fraction]*34.344,computed,0.0,
Boiler_D_Air_Required_For_Ic4_Combustion,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Ic4_Mass_Fraction]*15.487,computed,0.04938,
Boiler_D_Air_Required_For_Ic5_Combustion,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Ic5_Mass_Fraction]*15.353,computed,0.020674,
Boiler_D_Air_Required_For_Nc4_Combustion,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Nc4_Mass_Fraction]*15.487,computed,0.058544,
Boiler_D_Air_Required_For_Nc5_Combustion,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Nc5_Mass_Fraction]*15.353,computed,0.000626,
Boiler_D_Air_Required_For_Propane_Combustion,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Propane_Mass_Fraction]*15.703,computed,0.134309,
Boiler_D_Avg_Cp_Of_Flue_Gas_At_Stack_Temp,Boiler -- Flue Gas & Stack,([Boiler_D_Cp_Flue_Gas_Co2_At_Stack_Temp]*[Boiler_D_Co2_Formed]/44.01+[Boiler_D_Cp_Flue_Gas_N2_At_Stack_Temp]*[Boiler_D_N2_Formed]/28.01+[Boiler_D_Excess_Air]/28.85*[Boiler_D_Cp_Of_Air_At_Stack_Temp]),computed,0.220842,
Boiler_D_Avg_Cp_Of_Fuel_Gas_Sensible_Heat_Corrected,Boiler -- Performance & Energy,(([Boiler_D_Cp_Total_Fuel_At_Ref_Temp]+[Boiler_D_Cp_Total_Fuel_At_Fuel_Temp])/[Boiler_D_Fg_Mw])/2,computed,0.440622,
Boiler_D_Boiler_Indirect_Efficiency,Boiler -- Performance & Energy,"max(92,if([Boiler_D_Status]==0,0,[Boiler_D_Total_Heat_Absorbed_Per_Kg_Of_Fuel]/[Boiler_D_Total_Heat_Input_Per_Kg_Of_Fuel]*100))",computed,94.103654,
Boiler_D_Boiler_Load,Boiler -- Performance & Energy,[BLR_4_HPS_Gen],computed,62.796789,
Boiler_D_COC,Boiler -- Performance & Energy,[BOILER_D_CONDUCTIVITY]/[BFW_Conductivity],computed,23.94809,
Boiler_D_Ch4_Co2_Combustion,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Ch4_Mass_Fraction]*2.744,computed,2.179331,
Boiler_D_Ch4_H2O_Combustion,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Ch4_Mass_Fraction]*2.246,computed,1.783811,
Boiler_D_Ch4_N2_Combustion,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Ch4_Mass_Fraction]*13.275,computed,10.543229,
Boiler_D_Co2_Formed,Boiler -- Performance & Energy,[Boiler_D_Ch4_Co2_Combustion]+[Boiler_D_Ethane_Co2_Combustion]+[Boiler_D_Ethylene_Co2_Combustion]+[Boiler_D_Propane_Co2_Combustion]+[Boiler_D_Nc4_Co2_Combustion]+[Boiler_D_Ic4_Co2_Combustion]+[Boiler_,computed,2.308382,
Boiler_D_Corrected_Combustion_Air,Boiler -- Combustion & Fuel,[Boiler_D_Air_Required_For_Complete_Combustion]/(1-[Boiler_D_Air_Moisture]),computed,14.405802,
Boiler_D_Corrected_Combution_H2O_Formed,Boiler -- Performance & Energy,[Boiler_D_H2O_Formed]+([Boiler_D_Corrected_Combustion_Air]-[Boiler_D_Air_Required_For_Complete_Combustion]),computed,1.858644,
Boiler_D_Cp_At_Combustion_Temperature,Boiler -- Combustion & Fuel,(((28.98641)+1.85398*(([Boiler_D_Combustion_Air_Temperature]+273.15)/1000)-9.647459*(([Boiler_D_Combustion_Air_Temperature]+273.15)/1000)^2+16.63537*(([Boiler_D_Combustion_Air_Temperature]+273.15)/100,computed,6.972851,
Boiler_D_Cp_Ch4_Fuel_Temp,Boiler -- Performance & Energy,((-0.703029)+108.4773*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)-42.52157*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2+5.862788*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000),computed,8.51172,
Boiler_D_Cp_Ethane_Fuel_Temp,Boiler -- Performance & Energy,(6.08160993967773+173.58246031667*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)-66.9190547406319*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2+9.08912024736972*(([Boiler_D_Main_Fuel_Ga,computed,12.774277,
Boiler_D_Cp_Ethylene_Fuel_Temp,Boiler -- Performance & Energy,(-6.38788+184.4019*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)-112.9718*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2+28.49593*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+,computed,10.217072,
Boiler_D_Cp_Flue_Gas_Co2_At_Stack_Temp,Boiler -- Flue Gas & Stack,((24.99735)+55.18696*(([BOILER_D_STACK_TEMPERATURE]+273.15)/1000)-33.69137*(([BOILER_D_STACK_TEMPERATURE]+273.15)/1000)^2+7.948387*(([BOILER_D_STACK_TEMPERATURE]+273.15)/1000)^3+(-0.136638/(([BOILER_D,computed,9.963627,
Boiler_D_Cp_Flue_Gas_N2_At_Stack_Temp,Boiler -- Flue Gas & Stack,((28.98641)+1.85398*(([BOILER_D_STACK_TEMPERATURE]+273.15)/1000)-9.647459*(([BOILER_D_STACK_TEMPERATURE]+273.15)/1000)^2+16.63537*(([BOILER_D_STACK_TEMPERATURE]+273.15)/1000)^3+(0.000117/(([BOILER_D_S,computed,6.99591,
Boiler_D_Cp_H2_Fuel_Temp,Boiler -- Performance & Energy,((33.066178)-11.363417*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)+11.432816*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2-2.772874*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/100,computed,6.890443,
Boiler_D_Cp_Ic4_Fuel_Temp,Boiler -- Performance & Energy,(8.32665517242186+344.923323425655*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)--141.649866470373*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2-17.402696038734*(([Boiler_D_Main_Fuel_G,computed,29.432714,
Boiler_D_Cp_Ic5_Fuel_Temp,Boiler -- Performance & Energy,(-16.1426869390769+517.363683637786*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)-271.314078126683*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2-56.1566185580689*(([Boiler_D_Main_Fuel_,computed,27.66215,
Boiler_D_Cp_Nc4_Fuel_Temp,Boiler -- Performance & Energy,(22.1581076705715+292.589410831127*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)-85.8165101864775*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2-1.01394039648879*(([Boiler_D_Main_Fuel_G,computed,24.272723,
Boiler_D_Cp_Nc5_Fuel_Temp,Boiler -- Performance & Energy,(-36.7350853904756+580.375772029461*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)-341.586537384626*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2-78.4996542134237*(([Boiler_D_Main_Fuel_,computed,27.674511,
Boiler_D_Cp_Of_Air_At_Stack_Temp,Boiler -- Flue Gas & Stack,(((28.98641)+1.85398*(([BOILER_D_STACK_TEMPERATURE]+273.15)/1000)-9.647459*(([BOILER_D_STACK_TEMPERATURE]+273.15)/1000)^2+16.63537*(([BOILER_D_STACK_TEMPERATURE]+273.15)/1000)^3+(0.000117/(([BOILER_D_,computed,7.042086,
Boiler_D_Cp_Of_H2O_At_Stack_Temp,Boiler -- Flue Gas & Stack,(8.22+0.00015*([BOILER_D_STACK_TEMPERATURE]+273.15)+0.00000134*(([BOILER_D_STACK_TEMPERATURE]+273.15)^2))/18.015,computed,0.472191,
Boiler_D_Cp_Propane_Fuel_Temp,Boiler -- Performance & Energy,(12.6608072783283+232.070245794953*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)-70.3446118121155*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2+0.60714221002859*(([Boiler_D_Main_Fuel_G,computed,18.097809,
Boiler_D_Cp_Total_Fuel_At_Fuel_Temp,Boiler -- Performance & Energy,(([Boiler_D_Fg_Hydrogen_Mass_Fraction]/[Component_Hydrogen_Mw])*[Boiler_D_Cp_H2_Fuel_Temp]+[Boiler_D_Fg_Ch4_Mass_Fraction]/[Component_Methane_Mw]*[Boiler_D_Cp_Ch4_Fuel_Temp]+([Boiler_D_Fg_Ethylene_Mas,computed,7.867552,
Boiler_D_Cp_Total_Fuel_At_Ref_Temp,Boiler -- Performance & Energy,(([Boiler_D_Fg_Hydrogen_Mass_Fraction]/[Component_Hydrogen_Mw])*6.876+[Boiler_D_Fg_Ch4_Mass_Fraction]/[Component_Methane_Mw]*8.45+([Boiler_D_Fg_Ethylene_Mass_Fraction]/[Component_Ethylene_Mw])*10.02+(,computed,7.722947,
Boiler_D_Dry_Flue_Gas_Per_Fuel_Mass_Ratio,Boiler -- Flue Gas & Stack,[Boiler_D_Excess_Air]*(1-[Boiler_D_Air_Moisture])+[Boiler_D_N2_Formed]+[Boiler_D_Co2_Formed],computed,16.708576,
Boiler_D_Duty,Boiler -- Performance & Energy,[Fuel_BLR_4_corrected]*[LHV],missing_inputs,,Fuel_BLR_4_corrected
Boiler_D_Ethane_Co2_Combustion,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Ethane_Mass_Fraction]*2.927,computed,0.078103,
Boiler_D_Ethane_H2O_Combustion,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Ethane_Mass_Fraction]*1.798,computed,0.047977,
Boiler_D_Ethane_N2_Combustion,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Ethane_Mass_Fraction]*12.394,computed,0.330717,
Boiler_D_Ethylene_Co2_Combustion,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Ethylene_Mass_Fraction]*3.138,computed,0.0,
Boiler_D_Ethylene_H2O_Combustion,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Ethylene_Mass_Fraction]*1.285,computed,0.0,
Boiler_D_Ethylene_N2_Combustion,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Ethylene_Mass_Fraction]*11.385,computed,0.0,
Boiler_D_Excess_Air,Boiler -- Performance & Energy,((28.96*[BOILER_D_FLUE_GAS_OXGYGEN])*(([Boiler_D_N2_Formed]/28.01)+([Boiler_D_Corrected_Combution_H2O_Formed]/18.015)+([Boiler_D_Co2_Formed]/44.01))/(20.95-[BOILER_D_FLUE_GAS_OXGYGEN])),computed,3.323617,
Boiler_D_Fg_Ch4_Mass_Fraction,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Ch4_Mass_Percentage]/[Boiler_D_Total_Fuel_Compostion_Mass],computed,0.794217,
Boiler_D_Fg_Ch4_Mass_Percentage,Boiler -- Combustion & Fuel,[Normalized_Boiler_D_Fg_Ch4_Concentration]*[Component_Methane_Mw]/[Boiler_D_Fg_Mw],computed,79.421689,
Boiler_D_Fg_Ethane_Mass_Fraction,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Ethane_Mass_Percentage]/[Boiler_D_Total_Fuel_Compostion_Mass],computed,0.026684,
Boiler_D_Fg_Ethane_Mass_Percentage,Boiler -- Combustion & Fuel,[Normalized_Boiler_D_Fg_Ethane_Concentration]*[Component_Ethane_Mw]/[Boiler_D_Fg_Mw],computed,2.668363,
Boiler_D_Fg_Ethylene_Mass_Fraction,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Ethylene_Mass_Percentage]/[Boiler_D_Total_Fuel_Compostion_Mass],computed,0.0,
Boiler_D_Fg_Ethylene_Mass_Percentage,Boiler -- Combustion & Fuel,[Normalized_Boiler_D_Fg_Ethylene_Concentration]*[Component_Ethylene_Mw]/[Boiler_D_Fg_Mw],computed,0.0,
Boiler_D_Fg_Hydrogen_Mass_Fraction,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Hydrogen_Mass_Percentage]/[Boiler_D_Total_Fuel_Compostion_Mass],computed,0.0,
Boiler_D_Fg_Hydrogen_Mass_Percentage,Boiler -- Combustion & Fuel,[Normalized_Boiler_D_Fg_Hydrogen_Concentration]*[Component_Hydrogen_Mw]/[Boiler_D_Fg_Mw],computed,0.0,
Boiler_D_Fg_Ic4_Mass_Fraction,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Ic4_Mass_Percentage]/[Boiler_D_Total_Fuel_Compostion_Mass],computed,0.003188,
Boiler_D_Fg_Ic4_Mass_Percentage,Boiler -- Combustion & Fuel,[Normalized_Boiler_D_Fg_Ic4_Concentration]*[Component_Butane_Mw]/[Boiler_D_Fg_Mw],computed,0.31885,
Boiler_D_Fg_Ic5_Mass_Fraction,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Ic5_Mass_Percentage]/[Boiler_D_Total_Fuel_Compostion_Mass],computed,0.001347,
Boiler_D_Fg_Ic5_Mass_Percentage,Boiler -- Combustion & Fuel,[Normalized_Boiler_D_Fg_Ic5_Concentration]*[Component_Pentane_Mw]/[Boiler_D_Fg_Mw],computed,0.13466,
Boiler_D_Fg_Nc4_Mass_Fraction,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Nc4_Mass_Percentage]/[Boiler_D_Total_Fuel_Compostion_Mass],computed,0.00378,
Boiler_D_Fg_Nc4_Mass_Percentage,Boiler -- Combustion & Fuel,[Normalized_Boiler_D_Fg_Nc4_Concentration]*[Component_Butane_Mw]/[Boiler_D_Fg_Mw],computed,0.378018,
Boiler_D_Fg_Nc5_Mass_Fraction,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Nc5_Mass_Percentage]/[Boiler_D_Total_Fuel_Compostion_Mass],computed,4.1e-05,
Boiler_D_Fg_Nc5_Mass_Percentage,Boiler -- Combustion & Fuel,[Normalized_Boiler_D_Fg_Nc5_Concentration]*[Component_Pentane_Mw]/[Boiler_D_Fg_Mw],computed,0.004081,
Boiler_D_Fg_Nitrogen_Mass_Percentage,Boiler -- Combustion & Fuel,[Normalized_Boiler_D_Fg_N2_Concentration]*[Component_Nitrogen_Mw]/[Boiler_D_Fg_Mw],computed,16.219032,
Boiler_D_Fg_Propane_Mass_Fraction,Boiler -- Combustion & Fuel,[Boiler_D_Fg_Propane_Mass_Percentage]/[Boiler_D_Total_Fuel_Compostion_Mass],computed,0.008553,
