tag_name,role,formula,lower_bound,upper_bound,flag_integer,equipment_category,equipment_id,uom,active_flag
VHP_BFW_B_Turb_Steam_raw,raw_pi_input,,,,,turbine,BFW_B_Turb,KG/ HR,1
VHP_BFW_B_Turb_Steam_warmup,parameter,"if([VHP_BFW_B_Turb_Steam_raw]>100 && [VHP_BFW_B_Turb_Steam_raw]<16000 && [VHP_BFW_B_Turb_Status]==0,[VHP_BFW_B_Turb_Steam_raw]/1000,0)",,,,turbine,BFW_B_Turb,-,1
VHP_BFW_C_Turb_Status,decision_variable,,0,"if([Whatif_running]==0,[VHP_BFW_C_Turb_Status],1)",1,turbine,BFW_C_Turb,Number,1
VHP_BFW_C_Turb_Steam,decision_variable,[VHP_BFW_C_Turb_Status]*([VHP_BFW_C_Turb_Steam_cons]) + (1-[VHP_BFW_C_Turb_Status])*[VHP_BFW_C_Turb_Steam_warmup],0,40,0,turbine,BFW_C_Turb,MT/ HR,1
VHP_BFW_C_Turb_Steam_cons,raw_pi_input,,,,,turbine,BFW_C_Turb,-,1
VHP_BFW_C_Turb_Steam_raw,raw_pi_input,,,,,turbine,BFW_C_Turb,KG/ HR,1
VHP_BFW_C_Turb_Steam_warmup,parameter,"if([VHP_BFW_C_Turb_Steam_raw]>100 && [VHP_BFW_C_Turb_Steam_raw]<16000 && [VHP_BFW_C_Turb_Status]==0,[VHP_BFW_C_Turb_Steam_raw]/1000,0)",,,,turbine,BFW_C_Turb,-,1
VHP_BFW_Drives_Running,decision_variable,[VHP_BFW_B_Turb_Status]+[VHP_BFW_C_Turb_Status]+[VHP_BFW_A_Motor_Status],"if([Whatif_running]==0,1,ceil([VHP_BFW_to_ETH]/326))","if([Whatif_running]==0,3,ceil([VHP_BFW_to_ETH]/326))",1,bfw_system,,Number,1
VHP_BFW_FROM_U_O,raw_pi_input,,,,,bfw_system,,MT/ HR,1
VHP_BFW_Turbines_Running,decision_variable,[VHP_BFW_B_Turb_Status]+[VHP_BFW_C_Turb_Status],"if([Whatif_running]==0,if([VHP_BFW_Turbines_Running]==0,0,[VHP_BFW_Turbines_Running]-1),0)","if([Whatif_running]==0,[VHP_BFW_Turbines_Running],2)",1,turbine,,MT/ HR,1
VHP_BFW_to_ETH,parameter,"if([ETH_Plant_Status]==0,0,([VHP_BFW_FROM_U_O]+[VHP_DESPHTR_BFW_FROM_U_O]))",,,,bfw_system,,MT/ HR,1
VHP_DESPHTR_BFW_FROM_U_O,raw_pi_input,,,,,bfw_system,,MT/ HR,1
VHP_Steam_Pressure,decision_variable,,95.0,115.0,0,header,,MT/ HR,0
act_BFW_Imbalance,parameter,[BFW_Imbalance],,,,bfw_system,,BARG,1
act_Total_BFW_Consumption,parameter,[Total_BFW_Consumption],,,,bfw_system,,BARG,1
max2_spec_en_consumption_blr,parameter,"if([max2_spec_en_consumption]==[Spec_En_Cons_BLR_1] && ([max_spec_en_consumption_blr]!=1) ,1,if([max2_spec_en_consumption]==[Spec_En_Cons_BLR_2] && ([max_spec_en_consumption_blr]!=2) ,2,if([max2_spec_en_consumption]==[Spec_En_Cons_BLR_3] && ([max_spec_en_consumption_blr]!=3),3,if([max2_spec_en_consumption]==[Spec_En_Cons_BLR_4] && ([max_spec_en_consumption_blr]!=4),4,5))))",,,,system,,%,1
max_spec_en_consumption_blr,parameter,"if([max_spec_en_consumption]==[Spec_En_Cons_BLR_1],1,if([max_spec_en_consumption]==[Spec_En_Cons_BLR_2],2,if([max_spec_en_consumption]==[Spec_En_Cons_BLR_3],3,if([max_spec_en_consumption]==[Spec_En_Cons_BLR_4],4,5))))",,,,system,,%,1
minimum_flow_BFW,parameter,"if(([LP_Steam_Dumping_Valve_PC0024A_Steam_flow_out_UO]+[LP_Steam_Vent_valve_PV0024B_Steam_flow_out_UO])<5,0,1)",,,,system,,KJ/ (KG-K),1
