,tag_name,formula_expression,Category
1817,Boiler_E_N2_Formed,[Boiler_E_H2_N2_Combustion]+[Boiler_E_Ch4_N2_Combustion]+[Boiler_E_Ethane_N2_Combustion]+[Boiler_E_Ethylene_N2_Combustion]+[Boiler_E_Propane_N2_Combustion]+[Boiler_E_Ic4_N2_Combustion]+[Boiler_E_Nc4_N2_Combustion]+[Boiler_E_Ic5_N2_Combustion]+[Boiler_E_Nc5_N2_Combustion],Boiler -- Performance & Energy
1818,Boiler_E_H2O_Formed,[Boiler_E_H2_H2O_Combustion]+[Boiler_E_Ch4_H2O_Combustion]+[Boiler_E_Ethane_H2O_Combustion]+[Boiler_E_Ethylene_H2O_Combustion]+[Boiler_E_Propane_H2O_Combustion]+[Boiler_E_Ic4_H2O_Combustion]+[Boiler_E_Nc4_H2O_Combustion]+[Boiler_E_Ic5_H2O_Combustion]+[Boiler_E_Nc5_H2O_Combustion],Boiler -- Performance & Energy
1819,Boiler_E_Vapour_Pressure_Of_H2O,10^(8.07131-(1730.63/(233.426+([Ambient_Temperature_1])))),Boiler -- Performance & Energy
1820,Boiler_E_Air_Moisture,[Boiler_E_Vapour_Pressure_Of_H2O]/(760-[Boiler_E_Vapour_Pressure_Of_H2O]*[Relative_Humidity_Clean])*[Relative_Humidity_Clean]*18.015/28.96,Boiler -- Performance & Energy
1821,Boiler_E_Corrected_Combustion_Air,[Boiler_E_Air_Required_For_Complete_Combustion]/(1-[Boiler_E_Air_Moisture]),Boiler -- Combustion & Fuel
1822,Boiler_E_Corrected_Combution_H2O_Formed,[Boiler_E_H2O_Formed]+([Boiler_E_Corrected_Combustion_Air]-[Boiler_E_Air_Required_For_Complete_Combustion]),Boiler -- Performance & Energy
1823,Boiler_E_Excess_Air,((28.96*[BOILER_E_FLUE_GAS_OXGYGEN])*(([Boiler_E_N2_Formed]/28.01)+([Boiler_E_Corrected_Combution_H2O_Formed]/18.015)+([Boiler_E_Co2_Formed]/44.01))/(20.95-[BOILER_E_FLUE_GAS_OXGYGEN])),Boiler -- Performance & Energy
1824,Boiler_E_Air_Fuel_Mass_Ratio,[Boiler_E_Excess_Air]+[Boiler_E_Corrected_Combustion_Air],Boiler -- Combustion & Fuel
1825,Boiler_E_Total_Moisture_With_Air,[Boiler_E_Air_Fuel_Mass_Ratio]*[Boiler_E_Air_Moisture],Boiler -- Performance & Energy
1826,Boiler_E_Total_H2O_Per_Kg_Of_Fuel,[Boiler_E_Total_Moisture_With_Air]+[Boiler_E_H2O_Formed],Boiler -- Performance & Energy
1827,Boiler_E_Cp_At_Combustion_Temperature,(((28.98641)+1.85398*(([Boiler_E_Combustion_Air_Temp]+273.15)/1000)-9.647459*(([Boiler_E_Combustion_Air_Temp]+273.15)/1000)^2+16.63537*(([Boiler_E_Combustion_Air_Temp]+273.15)/1000)^3+(0.000117/(([Boiler_E_Combustion_Air_Temp]+273.15)/1000)^2))*0.239*0.79)+(((31.32234)-20.23531*(([Boiler_E_Combustion_Air_Temp]+273.15)/1000)+57.86644*(([Boiler_E_Combustion_Air_Temp]+273.15)/1000)^2-36.50624*(([Boiler_E_Combustion_Air_Temp]+273.15)/1000)^3+(-0.007374/(([Boiler_E_Combustion_Air_Temp]+273.15)/1000)^2))*0.239*0.21),Boiler -- Combustion & Fuel
1828,Boiler_E_Air_Cp_For_Sensible_Heat_Corrected,(([Boiler_E_Air_Cp_Ref_T]+[Boiler_E_Cp_At_Combustion_Temperature])/2)/28.96,Boiler -- Performance & Energy
1829,Boiler_E_Cp_H2_Fuel_Temp,((33.066178)-11.363417*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)+11.432816*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^2-2.772874*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(-0.158558/(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
1830,Boiler_E_Cp_Ch4_Fuel_Temp,((-0.703029)+108.4773*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)-42.52157*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^2+5.862788*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(0.678565/(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
1831,Boiler_E_Cp_Ethane_Fuel_Temp,(6.08160993967773+173.58246031667*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)-66.9190547406319*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^2+9.08912024736972*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(0.129136456966982/(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
1832,Boiler_E_Cp_Propane_Fuel_Temp,(12.6608072783283+232.070245794953*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)-70.3446118121155*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^2+0.60714221002859*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(0.0269571781100411/(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
1833,Boiler_E_Cp_Ethylene_Fuel_Temp,(-6.38788+184.4019*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)-112.9718*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^2+28.49593*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+0.31554/(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^2)*0.239,Boiler -- Performance & Energy
1834,Boiler_E_Cp_Nc4_Fuel_Temp,(22.1581076705715+292.589410831127*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)-85.8165101864775*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^2-1.01394039648879*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(0.00634969201331822/(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
1835,Boiler_E_Cp_Ic4_Fuel_Temp,(8.32665517242186+344.923323425655*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)--141.649866470373*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^2-17.402696038734*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(0.0260047492494904/(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
1836,Boiler_E_Cp_Nc5_Fuel_Temp,(-36.7350853904756+580.375772029461*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)-341.586537384626*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^2-78.4996542134237*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(1.08616950221781/(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
1837,Boiler_E_Cp_Ic5_Fuel_Temp,(-16.1426869390769+517.363683637786*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)-271.314078126683*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^2-56.1566185580689*(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(0.317133464208019/(([Boiler_E_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
1838,Boiler_E_Cp_Total_Fuel_At_Ref_Temp,(([Boiler_E_Fg_Hydrogen_Mass_Fraction]/[Component_Hydrogen_Mw])*6.876+[Boiler_E_Fg_Ch4_Mass_Fraction]/[Component_Methane_Mw]*8.45+([Boiler_E_Fg_Ethylene_Mass_Fraction]/[Component_Ethylene_Mw])*10.02+([Boiler_E_Fg_Ethane_Mass_Fraction]/[Component_Ethane_Mw])*12.52+([Boiler_E_Fg_Propane_Mass_Fraction]/[Component_Propane_Mw]*17.72+([Boiler_E_Fg_Nc4_Mass_Fraction]/[Component_Butane_Mw]*23.79)+([Boiler_E_Fg_Nc5_Mass_Fraction]/[Component_Pentane_Mw]*38.26+[Boiler_E_Fg_Ic4_Mass_Fraction]/[Component_Butane_Mw]*23.79+[Boiler_E_Fg_Ic5_Mass_Fraction]/[Component_Pentane_Mw]*38.26)))*[Boiler_E_Fg_Mw],Boiler -- Performance & Energy
1839,Boiler_E_Cp_Total_Fuel_At_Fuel_Temp,(([Boiler_E_Fg_Hydrogen_Mass_Fraction]/[Component_Hydrogen_Mw])*[Boiler_E_Cp_H2_Fuel_Temp]+[Boiler_E_Fg_Ch4_Mass_Fraction]/[Component_Methane_Mw]*[Boiler_E_Cp_Ch4_Fuel_Temp]+([Boiler_E_Fg_Ethylene_Mass_Fraction]/[Component_Ethylene_Mw])*[Boiler_E_Cp_Ethylene_Fuel_Temp]+([Boiler_E_Fg_Ethane_Mass_Fraction]/[Component_Ethane_Mw])*[Boiler_E_Cp_Ethane_Fuel_Temp]+([Boiler_E_Fg_Propane_Mass_Fraction]/[Component_Propane_Mw]*[Boiler_E_Cp_Propane_Fuel_Temp]+([Boiler_E_Fg_Nc4_Mass_Fraction]/[Component_Butane_Mw]*[Boiler_E_Cp_Nc4_Fuel_Temp])+([Boiler_E_Fg_Nc5_Mass_Fraction]/[Component_Pentane_Mw]*[Boiler_E_Cp_Nc5_Fuel_Temp]+[Boiler_E_Fg_Ic4_Mass_Fraction]/[Boiler_E_Cp_Ic4_Fuel_Temp]*[Component_Butane_Mw]+[Boiler_E_Fg_Ic5_Mass_Fraction]/[Component_Pentane_Mw]*[Boiler_E_Cp_Ic5_Fuel_Temp])))*[Boiler_E_Fg_Mw],Boiler -- Performance & Energy
1840,Boiler_E_Avg_Cp_Of_Fuel_Gas_Sensible_Heat_Corrected,(([Boiler_E_Cp_Total_Fuel_At_Ref_Temp]+[Boiler_E_Cp_Total_Fuel_At_Fuel_Temp])/[Boiler_E_Fg_Mw])/2,Boiler -- Performance & Energy
1841,Boiler_E_Dry_Flue_Gas_Per_Fuel_Mass_Ratio,[Boiler_E_Excess_Air]*(1-[Boiler_E_Air_Moisture])+[Boiler_E_N2_Formed]+[Boiler_E_Co2_Formed],Boiler -- Flue Gas & Stack
1842,Boiler_E_Flue_Gas_Per_Fuel_Mass_Ratio,[Boiler_E_Dry_Flue_Gas_Per_Fuel_Mass_Ratio]+[Boiler_E_Total_H2O_Per_Kg_Of_Fuel],Boiler -- Flue Gas & Stack
1843,Boiler_E_Flue_Gas_Mw,[Boiler_E_Flue_Gas_Per_Fuel_Mass_Ratio]/([Boiler_E_Co2_Formed]/44.01+[Boiler_E_Total_H2O_Per_Kg_Of_Fuel]/18.015+[Boiler_E_N2_Formed]/28.01+[Boiler_E_Excess_Air]/28.96),Component Properties (LHV/MW)
1844,Boiler_E_Cp_Of_Air_At_Stack_Temp,(((28.98641)+1.85398*(([BOILER_E_STACK_TEMPERATURE]+273.15)/1000)-9.647459*(([BOILER_E_STACK_TEMPERATURE]+273.15)/1000)^2+16.63537*(([BOILER_E_STACK_TEMPERATURE]+273.15)/1000)^3+(0.000117/(([BOILER_E_STACK_TEMPERATURE]+273.15)/1000)^2))*0.239*0.79)+(((31.32234)-20.23531*(([BOILER_E_STACK_TEMPERATURE]+273.15)/1000)+57.86644*(([BOILER_E_STACK_TEMPERATURE]+273.15)/1000)^2-36.50624*(([BOILER_E_STACK_TEMPERATURE]+273.15)/1000)^3+(-0.007374/(([BOILER_E_STACK_TEMPERATURE]+273.15)/1000)^2))*0.239*0.21),Boiler -- Flue Gas & Stack
1845,Boiler_E_Cp_Flue_Gas_Co2_At_Stack_Temp,((24.99735)+55.18696*(([BOILER_E_STACK_TEMPERATURE]+273.15)/1000)-33.69137*(([BOILER_E_STACK_TEMPERATURE]+273.15)/1000)^2+7.948387*(([BOILER_E_STACK_TEMPERATURE]+273.15)/1000)^3+(-0.136638/(([BOILER_E_STACK_TEMPERATURE]+273.15)/1000)^2))*0.239,Boiler -- Flue Gas & Stack
1846,Boiler_E_Cp_Flue_Gas_N2_At_Stack_Temp,((28.98641)+1.85398*(([BOILER_E_STACK_TEMPERATURE]+273.15)/1000)-9.647459*(([BOILER_E_STACK_TEMPERATURE]+273.15)/1000)^2+16.63537*(([BOILER_E_STACK_TEMPERATURE]+273.15)/1000)^3+(0.000117/(([BOILER_E_STACK_TEMPERATURE]+273.15)/1000)^2))*0.239,Boiler -- Flue Gas & Stack
1847,Boiler_E_Avg_Cp_Of_Flue_Gas_At_Stack_Temp,([Boiler_E_Cp_Flue_Gas_Co2_At_Stack_Temp]*[Boiler_E_Co2_Formed]/44.01+[Boiler_E_Cp_Flue_Gas_N2_At_Stack_Temp]*[Boiler_E_N2_Formed]/28.01+[Boiler_E_Excess_Air]/28.85*[Boiler_E_Cp_Of_Air_At_Stack_Temp])/([Boiler_E_Flue_Gas_Per_Fuel_Mass_Ratio]/[Boiler_E_Flue_Gas_Mw])/[Boiler_E_Flue_Gas_Mw],Boiler -- Flue Gas & Stack
1848,Boiler_E_Cp_Of_H2O_At_Stack_Temp,(8.22+0.00015*([BOILER_E_STACK_TEMPERATURE]+273.15)+0.00000134*(([BOILER_E_STACK_TEMPERATURE]+273.15)^2))/18.015,Boiler -- Flue Gas & Stack
1849,Boiler_E_Sensible_Heat_Correction_For_Fuel,"if([Boiler_E_Avg_Cp_Of_Fuel_Gas_Sensible_Heat_Corrected]*([Boiler_E_Main_Fuel_Gas_Temperature]-15.6)<0,0,[Boiler_E_Avg_Cp_Of_Fuel_Gas_Sensible_Heat_Corrected]*([Boiler_E_Main_Fuel_Gas_Temperature]-15.6))",Boiler -- Performance & Energy
1850,Boiler_E_Sensbile_Heat_Correction_For_Air,[Boiler_E_Air_Cp_For_Sensible_Heat_Corrected]*([Boiler_E_Combustion_Air_Temp]-15.6)*[Boiler_E_Air_Fuel_Mass_Ratio],Boiler -- Performance & Energy
1851,Boiler_E_Mixed_Lhv_Per_Kg,([Boiler_Lhv]),Component Properties (LHV/MW)
1852,Boiler_E_Total_Heat_Input_Per_Kg_Of_Fuel,"if([Boiler_E_Status]==0,0,[Boiler_E_Sensible_Heat_Correction_For_Fuel]+[Boiler_E_Sensbile_Heat_Correction_For_Air]+[Boiler_E_Mixed_Lhv_Per_Kg])",Boiler -- Performance & Energy
1853,Boiler_E_Heat_Loss_Due_To_Dry_Flue_Gas_L1,"if([Boiler_E_Status]==0,0,[Boiler_E_Dry_Flue_Gas_Per_Fuel_Mass_Ratio]*([Boiler_E_Avg_Cp_Of_Flue_Gas_At_Stack_Temp]*([BOILER_E_STACK_TEMPERATURE]-15.6)))",Boiler -- Flue Gas & Stack
1854,Boiler_E_Heat_Loss_Due_To_Evaporation_Of_Water_Formed_Due_To_H2_In_Fuel_L2,"if([Boiler_E_Status]==0,0,9*([Boiler_E_Fg_Hydrogen_Mass_Fraction])*(584+([Boiler_E_Cp_Of_H2O_At_Stack_Temp])*([BOILER_E_STACK_TEMPERATURE]-[Ambient_Temperature_1])))",Boiler -- Performance & Energy
1855,Boiler_E_Heat_Loss_Due_To_H2O_In_Stack_L3,"if([Boiler_E_Status]==0,0,[Boiler_E_Total_H2O_Per_Kg_Of_Fuel]*([BOILER_E_STACK_TEMPERATURE]*1.77251246754294+2494.5133413964-2529.43)/4.184)",Boiler -- Flue Gas & Stack
1856,Boiler_E_Heat_Loss_Due_To_Incomplete_Combustionl4,"if([Boiler_E_Status]==0,0,0*10^-6*28*5654*[Boiler_E_Boiler_Load])",Boiler -- Performance & Energy
1857,Boiler_E_Total_Boiler_Stack_Loss_Per_Kg_Fuel,"if([Boiler_E_Status]==0,0,[Boiler_E_Heat_Loss_Due_To_Incomplete_Combustionl4]+[Boiler_E_Heat_Loss_Due_To_H2O_In_Stack_L3]+[Boiler_E_Heat_Loss_Due_To_Dry_Flue_Gas_L1]+[Boiler_E_Heat_Loss_Due_To_Evaporation_Of_Water_Formed_Due_To_H2_In_Fuel_L2])",Boiler -- Flue Gas & Stack
1858,Boiler_E_Radiation_Losses,"if([Boiler_E_Status]==0,0,[Boiler_E_Mixed_Lhv_Per_Kg]*(-0.000004*[Boiler_E_Boiler_Load]^3+0.001*[Boiler_E_Boiler_Load]^2-0.0899*[Boiler_E_Boiler_Load]+3.2426)/100)",Boiler -- Performance & Energy
1859,Boiler_E_Total_Heat_Loss_Per_Kg_Of_Fuel,"if([Boiler_E_Status]==0,0,[Boiler_E_Total_Boiler_Stack_Loss_Per_Kg_Fuel]+[Boiler_E_Radiation_Losses])",Boiler -- Performance & Energy
1860,Boiler_E_Total_Heat_Absorbed_Per_Kg_Of_Fuel,"if([Boiler_E_Status]==0,0,[Boiler_E_Total_Heat_Input_Per_Kg_Of_Fuel]-[Boiler_E_Total_Heat_Loss_Per_Kg_Of_Fuel])",Boiler -- Performance & Energy
1861,Boiler_E_Boiler_Indirect_Efficiency,"max(92,if([Boiler_E_Status]==0,0,[Boiler_E_Total_Heat_Absorbed_Per_Kg_Of_Fuel]/[Boiler_E_Total_Heat_Input_Per_Kg_Of_Fuel]*100))",Boiler -- Performance & Energy
1862,act_Boiler_A_Boiler_Indirect_Efficiency,[Boiler_A_Boiler_Indirect_Efficiency],Boiler -- Performance & Energy
1863,act_Boiler_B_Boiler_Indirect_Efficiency,[Boiler_B_Boiler_Indirect_Efficiency],Boiler -- Performance & Energy
1864,act_Boiler_C_Boiler_Indirect_Efficiency,[Boiler_C_Boiler_Indirect_Efficiency],Boiler -- Performance & Energy
1865,act_Boiler_D_Boiler_Indirect_Efficiency,[Boiler_D_Boiler_Indirect_Efficiency],Boiler -- Performance & Energy
1866,act_Boiler_E_Boiler_Indirect_Efficiency,[Boiler_E_Boiler_Indirect_Efficiency],Boiler -- Performance & Energy
1867,Fuel_BLR_1_corrected,"if([BLR_1_Status]==0,0,[Fuel_BLR_1]-[Fuel_BLR_1_excess_o2_correction]*[BLR_Fuel_saving_potential_switch])",Boiler -- Combustion & Fuel
1868,Fuel_BLR_2_corrected,"if([BLR_2_Status]==0,0,[Fuel_BLR_2]-[Fuel_BLR_2_excess_o2_correction]*[BLR_Fuel_saving_potential_switch])",Boiler -- Combustion & Fuel
1869,Fuel_BLR_3_corrected,"if([BLR_3_Status]==0,0,[Fuel_BLR_3]-[Fuel_BLR_3_excess_o2_correction]*[BLR_Fuel_saving_potential_switch])",Boiler -- Combustion & Fuel
1870,Fuel_BLR_4_corrected,"if([BLR_4_Status]==0,0,[Fuel_BLR_4]-[Fuel_BLR_4_excess_o2_correction]*[BLR_Fuel_saving_potential_switch])",Boiler -- Combustion & Fuel
1871,Fuel_BLR_5_corrected,"if([BLR_5_Status]==0,0,[Fuel_BLR_5]-[Fuel_BLR_5_excess_o2_correction]*[BLR_Fuel_saving_potential_switch])",Boiler -- Combustion & Fuel
1872,Total_Fuel_for_Boilers_corrected,"round([Fuel_BLR_1_corrected]+[Fuel_BLR_2_corrected]+[Fuel_BLR_3_corrected]+[Fuel_BLR_4_corrected]+[Fuel_BLR_5_corrected]-([Fuel_wrt_CBD_Saving])-[BLR_Fuel_saving_potential],3)",Boiler -- Performance & Energy
1873,Boiler_Fg_Ethylene_Concentration,0,Boiler -- Combustion & Fuel
1874,var_Sea_Water_Conductivity,"if([act_running]==1,[Sea_Water_Conductivity],8)",Sea Water
1875,CW_Closed_circuit_chem_cost,"if([Total_CW_Demand_including_EG3]==0,0,(([CW_Makeup_1]/1000+[CW_Makeup_2])*(0.06300+0.0037747162)*(1/3.75))*1000/[Total_CW_Demand_including_EG3])",Cooling Water
1876,CW_Closed_circuit_chem_cost_per_hr,"if([Total_CW_Demand_including_EG3]==0,0,(([CW_Makeup_1]/1000+[CW_Makeup_2])*(0.06300+0.0037747162)*(1/3.75)))",Cooling Water
1877,CW_Chem_bill,[CW_Closed_circuit_chem_cost_per_hr]+[Sea_water_cost],Cooling Water
1878,CW_Closed_circuit_pumping_cost,"if([Total_CW_Demand_including_EG3]==0,0,(([CW_Motors_Running]+[CW_Motor_7814A_Status]+[CW_Motor_7814B_Status]+[CW_Motor_7814C_Status])*(2295/1000)*3.6*[Power_Rate]+([CW_Turbine_A_Steam]+[CW_Turbine_B_Steam]+[CW_Turbine_G_Steam])*([HP_Steam_Enthalpy]-[LP_Steam_Enthalpy])*4.184*([HP_Steam_Cost]/([HP_Steam_Enthalpy]*4.184/1000))/1000)*1000/[Total_CW_Demand_including_EG3])",Cooling Water
1879,CW_Chem_bill_delta,"if((abs([CW_Chem_bill_actual]-[CW_Chem_bill_optimum]))>0.5,([CW_Chem_bill_actual]-[CW_Chem_bill_optimum]),0)",Cooling Water
1880,BFW_Pump_Motor,1,Boiler -- BFW System
1881,BFW_Pump_Turbine,1,Steam Turbine
1882,CW_Pump_Motor,1,Cooling Water
1883,CW_Pump_Turbine,1,Steam Turbine
1884,VHP_BFW_Pump_Motor,1,VHP Steam Header
1885,VHP_BFW_Pump_Turbine,1,VHP Steam Header
1886,Air_Compressor_Motor,1,Plant / Instrument Air
1887,Air_Compressor_Turbine,0,Steam Turbine
1888,DMW_Pump_Motor,1,Demin / Treated Water
1889,DMW_Pump_Turbine,1,Steam Turbine
1890,Boiler_Boiler,0,Boiler -- Performance & Energy
1891,Contribution_from_SEUs_GJ_HR,([Plant_HP_Steam_Demand]*[HP_Steam_Enthalpy]*4.184/1000+[Plant_MP_Steam_Demand]*[MP_Steam_Enthalpy]*4.184/1000+[Plant_LP_Steam_Demand]*[LP_Steam_Enthalpy]*4.184/1000)*(1-[Whatif_running]) +[Fuel_Consumption_Plants]*[LHV]+[Power_Consumption_Plants]*3.6,Energy KPI / Imbalance
1892,Power_Consumption_Plants,[ETH_Power_Consumption]+[EOEG_1_Power_Consumption]+[EOEG_2_Power_Consumption]+[EOEG_3_Power_Consumption]+[LAO_Power_Consumption]+[CO2_Power_Consumption],Power & Electrical
1893,Power_Consumption_Plant_U_O,[UO_Power_Consumption_without_Drives],Power & Electrical
1894,Total_Power_Consumption_U_O,[Total_Power_for_Drives]+[Power_Consumption_Plant_U_O]+[CW_Motor_7814A_Power] +[CW_Motor_7814B_Power]+[CW_Motor_7814C_Power]+[Sea_CT_Fans_all]*[Sea_CT_Fan_power]/1000,Power & Electrical
1895,Fuel_Consumption_Plants_fixed,[NG_Fuel_to_EG1]+[NG_Fuel_to_EG2]+[NG_Fuel_to_EG3],Boiler -- Combustion & Fuel
