,tag_name,formula_expression,Category
1660,Boiler_D_Fg_Ic4_Mass_Fraction,[Boiler_D_Fg_Ic4_Mass_Percentage]/[Boiler_D_Total_Fuel_Compostion_Mass],Boiler -- Combustion & Fuel
1661,Boiler_D_Fg_Nc4_Mass_Fraction,[Boiler_D_Fg_Nc4_Mass_Percentage]/[Boiler_D_Total_Fuel_Compostion_Mass],Boiler -- Combustion & Fuel
1662,Boiler_D_Fg_Nc5_Mass_Fraction,[Boiler_D_Fg_Nc5_Mass_Percentage]/[Boiler_D_Total_Fuel_Compostion_Mass],Boiler -- Combustion & Fuel
1663,Boiler_D_Fg_Ic5_Mass_Fraction,[Boiler_D_Fg_Ic5_Mass_Percentage]/[Boiler_D_Total_Fuel_Compostion_Mass],Boiler -- Combustion & Fuel
1664,Boiler_D_Air_Required_For_H2_Combustion,[Boiler_D_Fg_Hydrogen_Mass_Fraction]*34.344,Boiler -- Combustion & Fuel
1665,Boiler_D_Air_Required_For_Ch4_Combustion,[Boiler_D_Fg_Ch4_Mass_Fraction]*17.265,Boiler -- Combustion & Fuel
1666,Boiler_D_Air_Required_For_Ethane_Combustion,[Boiler_D_Fg_Ethane_Mass_Fraction]*16.119,Boiler -- Combustion & Fuel
1667,Boiler_D_Air_Required_For_Ethylene_Combustion,[Boiler_D_Fg_Ethylene_Mass_Fraction]*14.807,Boiler -- Combustion & Fuel
1668,Boiler_D_Air_Required_For_Propane_Combustion,[Boiler_D_Fg_Propane_Mass_Fraction]*15.703,Boiler -- Combustion & Fuel
1669,Boiler_D_Air_Required_For_Nc4_Combustion,[Boiler_D_Fg_Nc4_Mass_Fraction]*15.487,Boiler -- Combustion & Fuel
1670,Boiler_D_Air_Required_For_Ic4_Combustion,[Boiler_D_Fg_Ic4_Mass_Fraction]*15.487,Boiler -- Combustion & Fuel
1671,Boiler_D_Air_Required_For_Nc5_Combustion,[Boiler_D_Fg_Nc5_Mass_Fraction]*15.353,Boiler -- Combustion & Fuel
1672,Boiler_D_Air_Required_For_Ic5_Combustion,[Boiler_D_Fg_Ic5_Mass_Fraction]*15.353,Boiler -- Combustion & Fuel
1673,Boiler_D_Ch4_Co2_Combustion,[Boiler_D_Fg_Ch4_Mass_Fraction]*2.744,Boiler -- Combustion & Fuel
1674,Boiler_D_Ethane_Co2_Combustion,[Boiler_D_Fg_Ethane_Mass_Fraction]*2.927,Boiler -- Combustion & Fuel
1675,Boiler_D_Ethylene_Co2_Combustion,[Boiler_D_Fg_Ethylene_Mass_Fraction]*3.138,Boiler -- Combustion & Fuel
1676,Boiler_D_Propane_Co2_Combustion,[Boiler_D_Fg_Propane_Mass_Fraction]*2.994,Boiler -- Combustion & Fuel
1677,Boiler_D_Nc4_Co2_Combustion,[Boiler_D_Fg_Nc4_Mass_Fraction]*3.029,Boiler -- Combustion & Fuel
1678,Boiler_D_Ic4_Co2_Combustion,[Boiler_D_Fg_Ic4_Mass_Fraction]*3.029,Boiler -- Combustion & Fuel
1679,Boiler_D_Nc5_Co2_Combustion,[Boiler_D_Fg_Nc5_Mass_Fraction]*3.05,Boiler -- Combustion & Fuel
1680,Boiler_D_Ic5_Co2_Combustion,[Boiler_D_Fg_Ic5_Mass_Fraction]*3.05,Boiler -- Combustion & Fuel
1681,Boiler_D_H2_N2_Combustion,[Boiler_D_Fg_Hydrogen_Mass_Fraction]*26.407,Boiler -- Combustion & Fuel
1682,Boiler_D_Ch4_N2_Combustion,[Boiler_D_Fg_Ch4_Mass_Fraction]*13.275,Boiler -- Combustion & Fuel
1683,Boiler_D_Ethane_N2_Combustion,[Boiler_D_Fg_Ethane_Mass_Fraction]*12.394,Boiler -- Combustion & Fuel
1684,Boiler_D_Ethylene_N2_Combustion,[Boiler_D_Fg_Ethylene_Mass_Fraction]*11.385,Boiler -- Combustion & Fuel
1685,Boiler_D_Propane_N2_Combustion,[Boiler_D_Fg_Propane_Mass_Fraction]*12.074,Boiler -- Combustion & Fuel
1686,Boiler_D_Ic4_N2_Combustion,[Boiler_D_Fg_Ic4_Mass_Fraction]*11.908,Boiler -- Combustion & Fuel
1687,Boiler_D_Nc4_N2_Combustion,[Boiler_D_Fg_Nc4_Mass_Fraction]*11.908,Boiler -- Combustion & Fuel
1688,Boiler_D_Ic5_N2_Combustion,[Boiler_D_Fg_Ic5_Mass_Fraction]*11.805,Boiler -- Combustion & Fuel
1689,Boiler_D_Nc5_N2_Combustion,[Boiler_D_Fg_Nc5_Mass_Fraction]*11.805,Boiler -- Combustion & Fuel
1690,Boiler_D_H2_H2O_Combustion,[Boiler_D_Fg_Hydrogen_Mass_Fraction]*8.937,Boiler -- Combustion & Fuel
1691,Boiler_D_Ch4_H2O_Combustion,[Boiler_D_Fg_Ch4_Mass_Fraction]*2.246,Boiler -- Combustion & Fuel
1692,Boiler_D_Ethane_H2O_Combustion,[Boiler_D_Fg_Ethane_Mass_Fraction]*1.798,Boiler -- Combustion & Fuel
1693,Boiler_D_Ethylene_H2O_Combustion,[Boiler_D_Fg_Ethylene_Mass_Fraction]*1.285,Boiler -- Combustion & Fuel
1694,Boiler_D_Propane_H2O_Combustion,[Boiler_D_Fg_Propane_Mass_Fraction]*1.634,Boiler -- Combustion & Fuel
1695,Boiler_D_Ic4_H2O_Combustion,[Boiler_D_Fg_Nc4_Mass_Fraction]*1.55,Boiler -- Combustion & Fuel
1696,Boiler_D_Nc4_H2O_Combustion,[Boiler_D_Fg_Ic4_Mass_Fraction]*1.55,Boiler -- Combustion & Fuel
1697,Boiler_D_Ic5_H2O_Combustion,[Boiler_D_Fg_Ic5_Mass_Fraction]*1.498,Boiler -- Combustion & Fuel
1698,Boiler_D_Nc5_H2O_Combustion,[Boiler_D_Fg_Nc5_Mass_Fraction]*1.498,Boiler -- Combustion & Fuel
1699,Boiler_D_Air_Required_For_Complete_Combustion,[Boiler_D_Air_Required_For_H2_Combustion]+[Boiler_D_Air_Required_For_Ch4_Combustion]+[Boiler_D_Air_Required_For_Ethane_Combustion]+[Boiler_D_Air_Required_For_Ethylene_Combustion]+[Boiler_D_Air_Required_For_Propane_Combustion]+[Boiler_D_Air_Required_For_Nc4_Combustion]+[Boiler_D_Air_Required_For_Ic4_Combustion]+[Boiler_D_Air_Required_For_Nc5_Combustion]+[Boiler_D_Air_Required_For_Ic5_Combustion],Boiler -- Combustion & Fuel
1700,Boiler_D_Co2_Formed,[Boiler_D_Ch4_Co2_Combustion]+[Boiler_D_Ethane_Co2_Combustion]+[Boiler_D_Ethylene_Co2_Combustion]+[Boiler_D_Propane_Co2_Combustion]+[Boiler_D_Nc4_Co2_Combustion]+[Boiler_D_Ic4_Co2_Combustion]+[Boiler_D_Nc5_Co2_Combustion]+[Boiler_D_Ic5_Co2_Combustion],Boiler -- Performance & Energy
1701,Boiler_D_N2_Formed,[Boiler_D_H2_N2_Combustion]+[Boiler_D_Ch4_N2_Combustion]+[Boiler_D_Ethane_N2_Combustion]+[Boiler_D_Ethylene_N2_Combustion]+[Boiler_D_Propane_N2_Combustion]+[Boiler_D_Ic4_N2_Combustion]+[Boiler_D_Nc4_N2_Combustion]+[Boiler_D_Ic5_N2_Combustion]+[Boiler_D_Nc5_N2_Combustion],Boiler -- Performance & Energy
1702,Boiler_D_H2O_Formed,[Boiler_D_H2_H2O_Combustion]+[Boiler_D_Ch4_H2O_Combustion]+[Boiler_D_Ethane_H2O_Combustion]+[Boiler_D_Ethylene_H2O_Combustion]+[Boiler_D_Propane_H2O_Combustion]+[Boiler_D_Ic4_H2O_Combustion]+[Boiler_D_Nc4_H2O_Combustion]+[Boiler_D_Ic5_H2O_Combustion]+[Boiler_D_Nc5_H2O_Combustion],Boiler -- Performance & Energy
1703,Boiler_D_Vapour_Pressure_Of_H2O,10^(8.07131-(1730.63/(233.426+([Ambient_Temperature_1])))),Boiler -- Performance & Energy
1704,Boiler_D_Air_Moisture,[Boiler_D_Vapour_Pressure_Of_H2O]/(760-[Boiler_D_Vapour_Pressure_Of_H2O]*[Relative_Humidity_Clean])*[Relative_Humidity_Clean]*18.015/28.96,Boiler -- Performance & Energy
1705,Boiler_D_Corrected_Combustion_Air,[Boiler_D_Air_Required_For_Complete_Combustion]/(1-[Boiler_D_Air_Moisture]),Boiler -- Combustion & Fuel
1706,Boiler_D_Corrected_Combution_H2O_Formed,[Boiler_D_H2O_Formed]+([Boiler_D_Corrected_Combustion_Air]-[Boiler_D_Air_Required_For_Complete_Combustion]),Boiler -- Performance & Energy
1707,Boiler_D_Excess_Air,((28.96*[BOILER_D_FLUE_GAS_OXGYGEN])*(([Boiler_D_N2_Formed]/28.01)+([Boiler_D_Corrected_Combution_H2O_Formed]/18.015)+([Boiler_D_Co2_Formed]/44.01))/(20.95-[BOILER_D_FLUE_GAS_OXGYGEN])),Boiler -- Performance & Energy
1708,Boiler_D_Air_Fuel_Mass_Ratio,[Boiler_D_Excess_Air]+[Boiler_D_Corrected_Combustion_Air],Boiler -- Combustion & Fuel
1709,Boiler_D_Total_Moisture_With_Air,[Boiler_D_Air_Fuel_Mass_Ratio]*[Boiler_D_Air_Moisture],Boiler -- Performance & Energy
1710,Boiler_D_Total_H2O_Per_Kg_Of_Fuel,[Boiler_D_Total_Moisture_With_Air]+[Boiler_D_H2O_Formed],Boiler -- Performance & Energy
1711,Boiler_D_Cp_At_Combustion_Temperature,(((28.98641)+1.85398*(([Boiler_D_Combustion_Air_Temperature]+273.15)/1000)-9.647459*(([Boiler_D_Combustion_Air_Temperature]+273.15)/1000)^2+16.63537*(([Boiler_D_Combustion_Air_Temperature]+273.15)/1000)^3+(0.000117/(([Boiler_D_Combustion_Air_Temperature]+273.15)/1000)^2))*0.239*0.79)+(((31.32234)-20.23531*(([Boiler_D_Combustion_Air_Temperature]+273.15)/1000)+57.86644*(([Boiler_D_Combustion_Air_Temperature]+273.15)/1000)^2-36.50624*(([Boiler_D_Combustion_Air_Temperature]+273.15)/1000)^3+(-0.007374/(([Boiler_D_Combustion_Air_Temperature]+273.15)/1000)^2))*0.239*0.21),Boiler -- Combustion & Fuel
1712,Boiler_D_Air_Cp_For_Sensible_Heat_Corrected,(([Boiler_D_Air_Cp_Ref_T]+[Boiler_D_Cp_At_Combustion_Temperature])/2)/28.96,Boiler -- Performance & Energy
1713,Boiler_D_Cp_H2_Fuel_Temp,((33.066178)-11.363417*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)+11.432816*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2-2.772874*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(-0.158558/(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
1714,Boiler_D_Cp_Ch4_Fuel_Temp,((-0.703029)+108.4773*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)-42.52157*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2+5.862788*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(0.678565/(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
1715,Boiler_D_Cp_Ethane_Fuel_Temp,(6.08160993967773+173.58246031667*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)-66.9190547406319*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2+9.08912024736972*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(0.129136456966982/(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
1716,Boiler_D_Cp_Propane_Fuel_Temp,(12.6608072783283+232.070245794953*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)-70.3446118121155*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2+0.60714221002859*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(0.0269571781100411/(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
1717,Boiler_D_Cp_Ethylene_Fuel_Temp,(-6.38788+184.4019*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)-112.9718*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2+28.49593*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+0.31554/(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2)*0.239,Boiler -- Performance & Energy
1718,Boiler_D_Cp_Nc4_Fuel_Temp,(22.1581076705715+292.589410831127*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)-85.8165101864775*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2-1.01394039648879*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(0.00634969201331822/(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
1719,Boiler_D_Cp_Ic4_Fuel_Temp,(8.32665517242186+344.923323425655*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)--141.649866470373*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2-17.402696038734*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(0.0260047492494904/(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
1720,Boiler_D_Cp_Nc5_Fuel_Temp,(-36.7350853904756+580.375772029461*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)-341.586537384626*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2-78.4996542134237*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(1.08616950221781/(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
1721,Boiler_D_Cp_Ic5_Fuel_Temp,(-16.1426869390769+517.363683637786*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)-271.314078126683*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2-56.1566185580689*(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^3+(0.317133464208019/(([Boiler_D_Main_Fuel_Gas_Temperature]+273.15)/1000)^2))*0.239,Boiler -- Performance & Energy
1722,Boiler_D_Cp_Total_Fuel_At_Ref_Temp,(([Boiler_D_Fg_Hydrogen_Mass_Fraction]/[Component_Hydrogen_Mw])*6.876+[Boiler_D_Fg_Ch4_Mass_Fraction]/[Component_Methane_Mw]*8.45+([Boiler_D_Fg_Ethylene_Mass_Fraction]/[Component_Ethylene_Mw])*10.02+([Boiler_D_Fg_Ethane_Mass_Fraction]/[Component_Ethane_Mw])*12.52+([Boiler_D_Fg_Propane_Mass_Fraction]/[Component_Propane_Mw]*17.72+([Boiler_D_Fg_Nc4_Mass_Fraction]/[Component_Butane_Mw]*23.79)+([Boiler_D_Fg_Nc5_Mass_Fraction]/[Component_Pentane_Mw]*38.26+[Boiler_D_Fg_Ic4_Mass_Fraction]/[Component_Butane_Mw]*23.79+[Boiler_D_Fg_Ic5_Mass_Fraction]/[Component_Pentane_Mw]*38.26)))*[Boiler_D_Fg_Mw],Boiler -- Performance & Energy
1723,Boiler_D_Cp_Total_Fuel_At_Fuel_Temp,(([Boiler_D_Fg_Hydrogen_Mass_Fraction]/[Component_Hydrogen_Mw])*[Boiler_D_Cp_H2_Fuel_Temp]+[Boiler_D_Fg_Ch4_Mass_Fraction]/[Component_Methane_Mw]*[Boiler_D_Cp_Ch4_Fuel_Temp]+([Boiler_D_Fg_Ethylene_Mass_Fraction]/[Component_Ethylene_Mw])*[Boiler_D_Cp_Ethylene_Fuel_Temp]+([Boiler_D_Fg_Ethane_Mass_Fraction]/[Component_Ethane_Mw])*[Boiler_D_Cp_Ethane_Fuel_Temp]+([Boiler_D_Fg_Propane_Mass_Fraction]/[Component_Propane_Mw]*[Boiler_D_Cp_Propane_Fuel_Temp]+([Boiler_D_Fg_Nc4_Mass_Fraction]/[Component_Butane_Mw]*[Boiler_D_Cp_Nc4_Fuel_Temp])+([Boiler_D_Fg_Nc5_Mass_Fraction]/[Component_Pentane_Mw]*[Boiler_D_Cp_Nc5_Fuel_Temp]+[Boiler_D_Fg_Ic4_Mass_Fraction]/[Boiler_D_Cp_Ic4_Fuel_Temp]*[Component_Butane_Mw]+[Boiler_D_Fg_Ic5_Mass_Fraction]/[Component_Pentane_Mw]*[Boiler_D_Cp_Ic5_Fuel_Temp])))*[Boiler_D_Fg_Mw],Boiler -- Performance & Energy
1724,Boiler_D_Avg_Cp_Of_Fuel_Gas_Sensible_Heat_Corrected,(([Boiler_D_Cp_Total_Fuel_At_Ref_Temp]+[Boiler_D_Cp_Total_Fuel_At_Fuel_Temp])/[Boiler_D_Fg_Mw])/2,Boiler -- Performance & Energy
1725,Boiler_D_Dry_Flue_Gas_Per_Fuel_Mass_Ratio,[Boiler_D_Excess_Air]*(1-[Boiler_D_Air_Moisture])+[Boiler_D_N2_Formed]+[Boiler_D_Co2_Formed],Boiler -- Flue Gas & Stack
1726,Boiler_D_Flue_Gas_Per_Fuel_Mass_Ratio,[Boiler_D_Dry_Flue_Gas_Per_Fuel_Mass_Ratio]+[Boiler_D_Total_H2O_Per_Kg_Of_Fuel],Boiler -- Flue Gas & Stack
1727,Boiler_D_Flue_Gas_Mw,[Boiler_D_Flue_Gas_Per_Fuel_Mass_Ratio]/([Boiler_D_Co2_Formed]/44.01+[Boiler_D_Total_H2O_Per_Kg_Of_Fuel]/18.015+[Boiler_D_N2_Formed]/28.01+[Boiler_D_Excess_Air]/28.96),Component Properties (LHV/MW)
1728,Boiler_D_Cp_Of_Air_At_Stack_Temp,(((28.98641)+1.85398*(([BOILER_D_STACK_TEMPERATURE]+273.15)/1000)-9.647459*(([BOILER_D_STACK_TEMPERATURE]+273.15)/1000)^2+16.63537*(([BOILER_D_STACK_TEMPERATURE]+273.15)/1000)^3+(0.000117/(([BOILER_D_STACK_TEMPERATURE]+273.15)/1000)^2))*0.239*0.79)+(((31.32234)-20.23531*(([BOILER_D_STACK_TEMPERATURE]+273.15)/1000)+57.86644*(([BOILER_D_STACK_TEMPERATURE]+273.15)/1000)^2-36.50624*(([BOILER_D_STACK_TEMPERATURE]+273.15)/1000)^3+(-0.007374/(([BOILER_D_STACK_TEMPERATURE]+273.15)/1000)^2))*0.239*0.21),Boiler -- Flue Gas & Stack
1729,Boiler_D_Cp_Flue_Gas_Co2_At_Stack_Temp,((24.99735)+55.18696*(([BOILER_D_STACK_TEMPERATURE]+273.15)/1000)-33.69137*(([BOILER_D_STACK_TEMPERATURE]+273.15)/1000)^2+7.948387*(([BOILER_D_STACK_TEMPERATURE]+273.15)/1000)^3+(-0.136638/(([BOILER_D_STACK_TEMPERATURE]+273.15)/1000)^2))*0.239,Boiler -- Flue Gas & Stack
1730,Boiler_D_Cp_Flue_Gas_N2_At_Stack_Temp,((28.98641)+1.85398*(([BOILER_D_STACK_TEMPERATURE]+273.15)/1000)-9.647459*(([BOILER_D_STACK_TEMPERATURE]+273.15)/1000)^2+16.63537*(([BOILER_D_STACK_TEMPERATURE]+273.15)/1000)^3+(0.000117/(([BOILER_D_STACK_TEMPERATURE]+273.15)/1000)^2))*0.239,Boiler -- Flue Gas & Stack
1731,Boiler_D_Avg_Cp_Of_Flue_Gas_At_Stack_Temp,([Boiler_D_Cp_Flue_Gas_Co2_At_Stack_Temp]*[Boiler_D_Co2_Formed]/44.01+[Boiler_D_Cp_Flue_Gas_N2_At_Stack_Temp]*[Boiler_D_N2_Formed]/28.01+[Boiler_D_Excess_Air]/28.85*[Boiler_D_Cp_Of_Air_At_Stack_Temp])/([Boiler_D_Flue_Gas_Per_Fuel_Mass_Ratio]/[Boiler_D_Flue_Gas_Mw])/[Boiler_D_Flue_Gas_Mw],Boiler -- Flue Gas & Stack
1732,Boiler_D_Cp_Of_H2O_At_Stack_Temp,(8.22+0.00015*([BOILER_D_STACK_TEMPERATURE]+273.15)+0.00000134*(([BOILER_D_STACK_TEMPERATURE]+273.15)^2))/18.015,Boiler -- Flue Gas & Stack
